video_id,title,channel_name,category_name,view_count,like_count,comment_count,engagement_score,duration_seconds,thumbnail_url,published_at,processed_at
wyKNY1_HnTc,"Countries Decide Who Wins $25,000",MrBeast Gaming,Gaming,3515305,148954,23260,4.898977471371616,1508,https://i.ytimg.com/vi/wyKNY1_HnTc/hqdefault.jpg,2026-03-14 16:00:05+00:00,2026-03-15 09:47:54.859724
pLNyLwjTnxU,कसा येऊ येडू डोंगर चढून | Kasa Yeu Yedu Dongar Chadun | Rushab Hatkar | Yedamai Song | SK Brothers ,SK Star Music Company,Music,47629,4113,268,9.198177580885595,314,https://i.ytimg.com/vi/pLNyLwjTnxU/hqdefault.jpg,2026-03-13 11:29:35+00:00,2026-03-15 09:47:54.859724
hgYbfdjIG-A,Upgrading POOR SPIDERMAN to RICHEST SPIDERMAN $999999 in GTA 5,TheLoudDude,Gaming,266149,3435,51,1.3097926349526017,1395,https://i.ytimg.com/vi/hgYbfdjIG-A/hqdefault.jpg,2026-03-13 07:50:57+00:00,2026-03-15 09:47:54.859724
jr4JX3Y12zQ,#video || बाज के शिकार ना होवे || Sanjay Yaduvanshi | Shilpi Raj | Sanjay Sultanpuriya,Shujay Dhamaka Videos,People & Blogs,123918,683,12,0.5608547587921044,209,https://i.ytimg.com/vi/jr4JX3Y12zQ/hqdefault.jpg,2026-03-11 00:30:51+00:00,2026-03-15 09:47:54.859724
1p1jaU85omE,NRG vs. PRX — VALORANT Masters Santiago — Lower Finals,VALORANT Champions Tour,Gaming,1119507,17157,63,1.5381770725864152,17445,https://i.ytimg.com/vi/1p1jaU85omE/hqdefault.jpg,2026-03-14 21:29:18+00:00,2026-03-15 09:47:54.859724
-deXMxYNZT0,Nas Nas Kyu Dukhei | पिया मेरी नस नस दुखे | Anjali Raghav॥ Karan Chaudhary | Brij Bhasha Song 2026,Sargam Digital ,Music,109886,369,8,0.3430828312978905,360,https://i.ytimg.com/vi/-deXMxYNZT0/hqdefault.jpg,2026-03-11 13:20:33+00:00,2026-03-15 09:47:54.859724
IqicSKZ32fQ,🔴 FREE FIRE LIVE👻GARENA FREE FIRE💀GUILD TEST LIVE !! GAMING NINJA #fflive #shortslive #ff #shorts,NINJA TIME,Gaming,650938,6098,2,0.9371092177749648,34520,https://i.ytimg.com/vi/IqicSKZ32fQ/hqdefault.jpg,2026-03-14 18:29:32+00:00,2026-03-15 09:47:54.859724
68Lv7206qMk,सदाबहार पुराने फिल्मी गाने | Hindi Filmi Gaane | All Time Hit Songs | हिंदी फ़िल्मी नगमें | Old Songs,Shruti Bhajan Ras,Music,181064,973,11,0.5434542482216232,5519,https://i.ytimg.com/vi/68Lv7206qMk/hqdefault.jpg,2026-03-07 04:56:59+00:00,2026-03-15 09:47:54.859724
8b5EXP7xyJo,FRANKLIN BECOME VERY FAMOUS IN GTA 5 🤩,GAME THERAPIST,Gaming,87285,5480,385,6.719367588932807,1167,https://i.ytimg.com/vi/8b5EXP7xyJo/hqdefault.jpg,2026-03-13 13:16:58+00:00,2026-03-15 09:47:54.859724
VKRHvqDvUDI,#Video | गूगल बता दो खुश रहने की दबाई | Google Bata Do Khush Rehne Ki Dawai | New Hindi Sad Song,Cine Films Bhojpuri,Music,396875,3240,104,0.8425826771653544,371,https://i.ytimg.com/vi/VKRHvqDvUDI/hqdefault.jpg,2026-02-27 09:59:55+00:00,2026-03-15 09:47:54.859724
13kxSCpDHkQ,"FINALLY BOUGHT MOST LUXURY HOUSE IN LOS SANTOS! - $799,000,000 🤑 GTA 5 REA LIFE",Dattrax Gaming,Gaming,546138,22255,1878,4.418846518645471,5141,https://i.ytimg.com/vi/13kxSCpDHkQ/hqdefault.jpg,2026-03-13 04:30:00+00:00,2026-03-15 09:47:54.859724
sCuLojys0n4,Asla - Watan Sahi [Official MV] Latest Punjabi Song - K Million Music,K Million Music,Music,1089700,25267,2209,2.5214279159401674,132,https://i.ytimg.com/vi/sCuLojys0n4/hqdefault.jpg,2026-03-13 10:57:39+00:00,2026-03-15 09:47:54.859724
4nU9DqNCatI,"ROBLOX WOULD YOU RATHER, But it Actually Happens...",Nooblox ,Gaming,74791,4744,214,6.629139869770427,1246,https://i.ytimg.com/vi/4nU9DqNCatI/hqdefault.jpg,2026-03-13 09:30:05+00:00,2026-03-15 09:47:54.859724
0EfKv6VIHBM,"पापमोचिनी एकादशी व्रत कथा | चैत्र मास एकादशी | Ds Pal | Papmochini Ekadashi Katha,Ekadashi Katha New",Sonotek Bhakti,Music,14450,527,37,3.903114186851211,1544,https://i.ytimg.com/vi/0EfKv6VIHBM/hqdefault.jpg,2026-03-14 22:30:00+00:00,2026-03-15 09:47:54.859724
JeI2SpMX62A,VALO NOW BGMI DONE - #iQOO #iQOOZ11x,Snax Gaming,Gaming,182003,11859,16,6.524617726081439,18759,https://i.ytimg.com/vi/JeI2SpMX62A/hqdefault.jpg,2026-03-14 12:58:59+00:00,2026-03-15 09:47:54.859724
BWFr1xlkgL0,Lutt Le Gaya - 8K Video | Dhurandhar | Ranveer Singh | Akshaye Khanna | Shashwat Sachdev,Saregama Music,Music,479053,10165,291,2.182639499178588,125,https://i.ytimg.com/vi/BWFr1xlkgL0/hqdefault.jpg,2026-03-12 07:41:37+00:00,2026-03-15 09:47:54.859724
wLb1LeeCCDk,Minecraft But You Can Go Inside Mobs Head....,Flame playz,Gaming,111929,1750,89,1.6430058340555171,1384,https://i.ytimg.com/vi/wLb1LeeCCDk/hqdefault.jpg,2026-03-14 09:30:25+00:00,2026-03-15 09:47:54.859724
Qlw_10n1LmQ,Teri Yaadon Ki Chadar Odhe Official Video Dil Ne Tera Naam Liya #bollywood #hindisong #2026,Khan Brothers ,Music,78686,292,6,0.37872048394886004,413,https://i.ytimg.com/vi/Qlw_10n1LmQ/hqdefault.jpg,2026-03-12 10:30:16+00:00,2026-03-15 09:47:54.859724
E7EjQnercNA,iQOO Pro Series WATCHPARTY #iQOO #iQOOZ11x,SID,Gaming,176083,12972,15,7.375499054423199,10334,https://i.ytimg.com/vi/E7EjQnercNA/hqdefault.jpg,2026-03-14 19:09:18+00:00,2026-03-15 09:47:54.859724
NQMLsNSgfY4,RAWME HOODA - ILLUSION | OFFICIAL MUSIC VIDEO | NEW HARYANVI DESI HIP HOP SONG,RAWme Hooda,Music,146341,12515,786,9.08904544864392,258,https://i.ytimg.com/vi/NQMLsNSgfY4/hqdefault.jpg,2026-03-13 04:30:01+00:00,2026-03-15 09:47:54.859724
lqbN3LSchio,Driving on the World's Most Dangerous Roads - Euro Truck Simulator 2,ublag gaming,Gaming,920032,1775,0,0.19292807206705853,3610,https://i.ytimg.com/vi/lqbN3LSchio/hqdefault.jpg,2026-03-13 18:05:26+00:00,2026-03-15 09:47:54.859724
oboq2i6yTuw,"सुनर लईकी Official Video  #Arvind Akela Kallu, #Shilpi Raj  Queen Shalinee  Bhojpuri New Song 2026",Hungama Beats Music,People & Blogs,72434,235,3,0.3285749786012094,200,https://i.ytimg.com/vi/oboq2i6yTuw/hqdefault.jpg,2026-03-11 04:30:33+00:00,2026-03-15 09:47:54.859724
TmMOuypwFPM,Franklin Shinchan Doraemon Found Iron Man Suit  GTA 5 in Telugu,MAHI GAME ZONE,Gaming,30441,367,2,1.2121809401793633,909,https://i.ytimg.com/vi/TmMOuypwFPM/hqdefault.jpg,2026-03-14 12:03:58+00:00,2026-03-15 09:47:54.859724
3N-ShXh6FOI,"Sanam Teri Kasam - 8K/4K Music Video | Harshvardhan Rane | Himesh Reshammiya | Ankit Tiwari, Palak M",Sony Music India,Music,3068098,18725,226,0.617679096300053,225,https://i.ytimg.com/vi/3N-ShXh6FOI/hqdefault.jpg,2026-03-09 10:30:02+00:00,2026-03-15 09:47:54.859724
A-uMOw7f2cs,RUN! Escaping The MOST Dangerous Snake in Roblox! 😱🐍,JENI GAMING 2.0,Gaming,52950,3013,199,6.066100094428706,733,https://i.ytimg.com/vi/A-uMOw7f2cs/hqdefault.jpg,2026-03-14 05:00:15+00:00,2026-03-15 09:47:54.859724
z2cttUBaepA,Love Marriage | Shyam Yadav | Sanjana Yaduvanshi | new love song song 2026 emotional song ❤️,SS Real Music,Music,41428,4081,179,10.282900453799362,189,https://i.ytimg.com/vi/z2cttUBaepA/hqdefault.jpg,2026-03-14 12:28:25+00:00,2026-03-15 09:47:54.859724
hYmoUMSiNOA,I Survived 600 DAYS on the FLAT MAP with $0 ! Here's What Happened!? Farming Simulator 25,Snazzy Zone,Gaming,111209,11461,1445,11.605175840084886,4321,https://i.ytimg.com/vi/hYmoUMSiNOA/hqdefault.jpg,2026-03-14 02:30:40+00:00,2026-03-15 09:47:54.859724
tfXIQuBcXjQ,#Video | साड़ी के मोतिया | #Deepak Raj Yadav | #Shrishti Bharti | #Sadi Ke Motiya | New Khortha Song,Ankush Music Entertainment,Music,91699,1765,12,1.9378619177962682,231,https://i.ytimg.com/vi/tfXIQuBcXjQ/hqdefault.jpg,2026-03-12 00:45:06+00:00,2026-03-15 09:47:54.859724
VfZIDdh7Ve8,GRANNY 1 KHELE 🔥 #shortsfeed #shortslive #chainedtogethergame #shorts #live #wormateio,VISHDEE is LIVE,Gaming,249587,3500,2,1.4031179508548122,6564,https://i.ytimg.com/vi/VfZIDdh7Ve8/hqdefault.jpg,2026-03-14 23:32:30+00:00,2026-03-15 09:47:54.859724
6j0jqPl9jt0,#Video | #Banshidhar Chaudhary Ka Gana | Kam Nai Aitau 112 |  New Randari Song 2026,AYS MUSIC WORLD,Music,450154,2781,57,0.6304509123544387,197,https://i.ytimg.com/vi/6j0jqPl9jt0/hqdefault.jpg,2026-03-09 06:03:14+00:00,2026-03-15 09:47:54.859724
ChQpg9JNqUk,Rhea Ripley vs The Rock – Epic Dream Match | WWE 2K25 Gameplay,Deadlyzone2,Gaming,513038,1682,0,0.3278509584085389,40446,https://i.ytimg.com/vi/ChQpg9JNqUk/hqdefault.jpg,2026-03-14 15:31:56+00:00,2026-03-15 09:47:54.859724
